title;author;url;year;rate;ratings;genres;synopsis;decade
Delirium;Lauren Oliver;https://www.goodreads.com/book/show/11614718-delirium;2011;3.95;470239;['Young Adult', 'Dystopia', 'Romance', 'Fantasy', 'Science Fiction', 'Fiction', 'Teen'];"There is an alternate cover edition for this ISBN13 here.In an alternate United States, love has been declared a dangerous disease, and the government forces everyone who reaches eighteen to have a procedure called the Cure. Living with her aunt, uncle, and cousins in Portland, Maine, Lena Haloway is very much looking forward to being cured and living a safe, predictable life. She watched love destroy her mother and isn't about to make the same mistake.But with ninety-five days left until her treatment, Lena meets enigmatic Alex, a boy from the ""Wilds"" who lives under the government's radar. What will happen if they do the unthinkable and fall in love?";2010
Embassytown;China Miéville;https://www.goodreads.com/book/show/9265453-embassytown;2011;3.89;32687;['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Speculative Fiction', 'Language', 'Audiobook'];In the far future, humans have colonized a distant planet, home to the enigmatic Ariekei, sentient beings famed for a language unique in the universe, one that only a few altered human ambassadors can speak.Avice Benner Cho, a human colonist, has returned to Embassytown after years of deep-space adventure. She cannot speak the Ariekei tongue, but she is an indelible part of it, having long ago been made a figure of speech, a living simile in their language.When distant political machinations deliver a new ambassador to Arieka, the fragile equilibrium between humans and aliens is violently upset. Catastrophe looms, and Avice is torn between competing loyalties—to a husband she no longer loves, to a system she no longer trusts, and to her place in a language she cannot speak yet speaks through her.;2010
Glitches;Marissa Meyer;https://www.goodreads.com/book/show/13254289-glitches;2011;3.96;24624;['Young Adult', 'Fantasy', 'Science Fiction', 'Short Stories', 'Dystopia', 'Novella', 'Retellings'];"Note: this short story is also available in ""Stars Above"".Cinder, a gifted mechanic, is a cyborg. She’s a second-class citizen with a mysterious past, reviled by her stepmother and blamed for her stepsister’s illness. In Glitches, a short prequel story to Cinder, we see the results of that illness play out, and the emotional toll that takes on Cinder. Something that may, or may not, be a glitch…";2010
Deadline;Mira Grant;https://www.goodreads.com/book/show/8429687-deadline;2011;4.1;26763;['Zombies', 'Horror', 'Science Fiction', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Young Adult'];Shaun Mason is a man without a mission. Not even running the news organization he built with his sister has the same urgency as it used to. Playing with dead things just doesn't seem as fun when you've lost as much as he has.But when a CDC researcher fakes her own death and appears on his doorstep with a ravenous pack of zombies in tow, Shaun has a newfound interest in life. Because she brings news-he may have put down the monster who attacked them, but the conspiracy is far from dead.Now, Shaun hits the road to find what truth can be found at the end of a shotgun. Newsflesh FeedDeadlineBlackout;2010
God's War;Kameron Hurley;https://www.goodreads.com/book/show/9359818-god-s-war;2011;3.67;5306;['Science Fiction', 'Fantasy', 'Fiction', 'Dystopia', 'Urban Fantasy', 'LGBT', 'Science Fiction Fantasy'];Nyx is a bel dame, a bounty hunter paid to collect the heads of deserters – by almost any means necessary.‘Almost’ proved to be the problem.Cast out and imprisoned for breaking one rule too many, Nyx and her crew of mercenaries are all about the money. But when a dubious government deal with an alien emissary goes awry, her name is at the top of the list for a covert recovery.While the centuries-long war rages on only one thing is certain: the world’s best chance for peace rests in the hands of its most ruthless killers. . .;2010
The Butcher of Anderson Station;James S.A. Corey;https://www.goodreads.com/book/show/11570653-the-butcher-of-anderson-station;2011;4.01;23879;['Science Fiction', 'Fiction', 'Short Stories', 'Space Opera', 'Space', 'Novella', 'Audiobook'];A new story set in the world of The Expanse. One day, Colonel Fred Johnson will be hailed as a hero to the system. One day, he will meet a desperate man in possession of a stolen spaceship and a deadly secret and extend a hand of friendship. But long before he became the leader of the Outer Planets Alliance, Fred Johnson had a very different name. The Butcher of Anderson Station. This is his story.Word Count: ~9,000 words;2010
Rule 34;Charles Stross;https://www.goodreads.com/book/show/8853299-rule-34;2011;3.76;8340;['Science Fiction', 'Fiction', 'Cyberpunk', 'Mystery', 'Crime', 'Near Future', 'Audiobook'];DI Liz Kavanaugh: You realise policing internet porn is your life and your career went down the pan five years ago. But when a fetishist dies on your watch, the Rule 34 Squad moves from low priority to worryingly high profile. Anwar: As an ex-con, you'd like to think your identity fraud days are over. Especially as you've landed a legit job (through a shady mate). Although now that you're Consul for a shiny new Eastern European Republic, you've no idea what comes next. The Toymaker: Your meds are wearing off and people are stalking you through Edinburgh's undergrowth. But that's ok, because as a distraction, you're project manager of a sophisticated criminal operation. But who's killing off potential recruits? So how do bizarre domestic fatalities, dodgy downloads and a European spamming network fit together? The more DI Kavanaugh learns, the less she wants to find out.;2010
11/22/63;Stephen         King;https://www.goodreads.com/book/show/10644930-11-22-63;2011;4.34;560667;['Fiction', 'Historical Fiction', 'Science Fiction', 'Time Travel', 'Horror', 'Fantasy', 'Thriller'];On November 22, 1963, three shots rang out in Dallas, President Kennedy died, and the world changed. Unless...In 2011, Jake Epping, an English teacher from Lisbon Falls, Maine, sets out on an insane — and insanely possible — mission to prevent the Kennedy assassination.Leaving behind a world of computers and mobile phones, he goes back to a time of big American cars and diners, of Lindy Hopping, the sound of Elvis, and the taste of root beer.In this haunting world, Jake falls in love with Sadie, a beautiful high school librarian. And, as the ominous date of 11/22/63 approaches, he encounters a troubled loner named Lee Harvey Oswald...;2010
Odyssey One;Evan Currie;https://www.goodreads.com/book/show/18889230-odyssey-one;2011;4.09;13917;['Science Fiction', 'Space Opera', 'Fiction', 'Military Fiction', 'Audiobook', 'Military Science Fiction', 'Space'];Beyond the confines of our small world, beyond the well of our star, lies a galaxy, and universe, larger and more varied than any of us can imagine. Assigned the task of blazing man's first trail into that great unknown, Captain Eric Weston and the crew of the NAC Odyssey launch on a mission destined to make history.Past the bounds of comfort, they encounter horrors and wonders beyond their imagining, with people and monsters beyond reckoning.Odyssey One is the first voyage of the NAC Odyssey and its crew, and the beginnings of a Military Science Fiction Epic that combines both old school space opera, and modern storytelling in one great, exhilarating adventure.Odyssey One is a 150,000 word novel.;2010
Crossed;Ally Condie;https://www.goodreads.com/book/show/15812814-crossed;2011;3.52;249589;['Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fiction', 'Fantasy', 'Teen'];The Society chooses everything. The books you read. The music you listen to. The person you love. Yet for Cassia the rules have changed. Ky has been taken and she will sacrifice everything to find him. And when Cassia discovers Ky has escaped to the wild frontiers beyond the Society there is hope.But on the edge of society nothing is as it seems...A rebellion is rising.And a tangled web of lies and double-crosses could destroy everything.;2010
Dreadnaught;Jack Campbell;https://www.goodreads.com/book/show/9676849-dreadnaught;2011;4.05;14579;['Science Fiction', 'Space Opera', 'Fiction', 'Military Fiction', 'Audiobook', 'Military Science Fiction', 'Space'];"The Alliance woke Captain John ""Black Jack"" Geary from cryogenic sleep to take command of the fleet in the century-long conflict against the Syndicate Worlds. Now Fleet Admiral Geary's victory has earned him the adoration of the people-and the enmity of politicians convinced that a living hero can be a very inconvenient thing.Geary knows that members of the military high command and the government question his loyalty to the Alliance and fear his staging a coup-so he can't help but wonder if the newly christened First Fleet is being deliberately sent to the far side of space on a suicide mission.";2010
Under the Never Sky;Veronica Rossi;https://www.goodreads.com/book/show/11594257-under-the-never-sky;2011;3.99;114643;['Young Adult', 'Dystopia', 'Romance', 'Fantasy', 'Science Fiction', 'Fiction', 'Post Apocalyptic'];WORLDS KEPT THEM APART.DESTINY BROUGHT THEM TOGETHER.Aria has lived her whole life in the protected dome of Reverie. Her entire world confined to its spaces, she's never thought to dream of what lies beyond its doors. So when her mother goes missing, Aria knows her chances of surviving in the outer wasteland long enough to find her are slim.Then Aria meets an outsider named Perry. He's searching for someone too. He's also wild—a savage—but might be her best hope at staying alive.If they can survive, they are each other's best hope for finding answers.;2010
Plague;Michael  Grant;https://www.goodreads.com/book/show/6686101-plague;2011;4.16;57611;['Young Adult', 'Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Horror', 'Paranormal'];It's been eight months since all the adults disappeared. GONE.They've survived hunger. They've survived lies. But the stakes keep rising, and the dystopian horror keeps building. Yet despite the simmering unrest left behind by so many battles, power struggles, and angry divides, there is a momentary calm in Perdido Beach.But enemies in the FAYZ don't just fade away, and in the quiet, deadly things are stirring, mutating, and finding their way free. The Darkness has found its way into the mind of its Nemesis at last and is controlling it through a haze of delirium and confusion. A highly contagious, fatal illness spreads at an alarming rate. Sinister, predatory insects terrorize Perdido Beach. And Sam, Astrid, Diana, and Caine are plagued by a growing doubt that they'll escape - or even survive - life in the FAYZ. With so much turmoil surrounding them, what desperate choices will they make when it comes to saving themselves and those they love?Plague, Michael Grant's fourth book in the bestselling Gone series, will satisfy dystopian fans of all ages.;2010
The Fractal Prince;Hannu Rajaniemi;https://www.goodreads.com/book/show/12074927-the-fractal-prince;2012;4.04;8805;['Science Fiction', 'Fiction', 'Cyberpunk', 'Space Opera', 'Science Fiction Fantasy', 'Fantasy', 'Speculative Fiction'];“The good thing is, no one will ever die again. The bad thing is, everyone will want to.”A physicist receives a mysterious paper. The ideas in it are far, far ahead of current thinking and quite, quite terrifying. In a city of “fast ones,” shadow players, and jinni, two sisters contemplate a revolution.And on the edges of reality a thief, helped by a sardonic ship, is trying to break into a Schrödinger box for his patron. In the box is his freedom. Or not.Jean de Flambeur is back. And he’s running out of time.In Hannu Rajaniemi’s sparkling follow-up to the critically acclaimed international sensation The Quantum Thief, he returns to his awe-inspiring vision of the universe…and we discover what the future held for Earth.;2010
Darth Plagueis;James Luceno;https://www.goodreads.com/book/show/11099729-darth-plagueis;2012;4.17;29806;['Star Wars', 'Science Fiction', 'Fiction', 'Fantasy', 'Audiobook', 'Space Opera', 'Novels'];“Did you ever hear the Tragedy of Darth Plagueis the Wise? It’s a Sith legend. Darth Plagueis was a Dark Lord of the Sith, so powerful and so wise that he could use the Force to influence the midi-chlorians to create life. He had such a knowledge of the dark side that he could even keep the ones he cared about from dying.”—Supreme Chancellor Palpatine, Star Wars: Episode III Revenge of the SithDarth Plagueis: one of the most brilliant Sith Lords who ever lived. Possessing power is all he desires. Losing it is the only thing he fears. As an apprentice, he embraces the ruthless ways of the Sith. And when the time is right, he destroys his Master--but vows never to suffer the same fate. For like no other disciple of the dark side, Darth Plagueis learns to command the ultimate power . . . over life and death.Darth Sidious: Plagueis’s chosen apprentice. Under the guidance of his Master, he secretly studies the ways of the Sith, while publicly rising to power in the galactic government, first as Senator, then as Chancellor, and eventually as Emperor.Darth Plagueis and Darth Sidious, Master and acolyte, target the galaxy for domination--and the Jedi Order for annihilation. But can they defy the merciless Sith tradition? Or will the desire of one to rule supreme, and the dream of the other to live forever, sow the seeds of their destruction?;2010
Starters;Lissa Price;https://www.goodreads.com/book/show/11861062-starters;2012;3.89;44535;['Young Adult', 'Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Romance', 'Post Apocalyptic'];HER WORLD IS CHANGED FOREVERCallie lost her parents when the Spore Wars wiped out everyone between the ages of twenty and sixty. She and her little brother, Tyler, go on the run, living as squatters with their friend Michael and fighting off renegades who would kill them for a cookie. Callie's only hope is Prime Destinations, a disturbing place in Beverly Hills run by a mysterious figure known as the Old Man.He hires teens to rent their bodies to Enders—seniors who want to be young again. Callie, desperate for the money that will keep her, Tyler, and Michael alive, agrees to be a donor. But the neurochip they place in Callie's head malfunctions and she wakes up in the life of her renter, living in her mansion, driving her cars, and going out with a senator's grandson. It feels almost like a fairy tale, until Callie discovers that her renter intends to do more than party—and that Prime Destinations' plans are more evil than Callie could ever have imagined. . . .;2010
Blackout;Mira Grant;https://www.goodreads.com/book/show/11806716-blackout;2012;4.08;23174;['Zombies', 'Horror', 'Science Fiction', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Young Adult'];Rise up while you can. -Georgia MasonThe year was 2014. The year we cured cancer. The year we cured the common cold. And the year the dead started to walk. The year of the Rising.The year was 2039. The world didn't end when the zombies came, it just got worse. Georgia and Shaun Mason set out on the biggest story of their generation. They uncovered the biggest conspiracy since the Rising and realized that to tell the truth, sacrifices have to be made.Now, the year is 2041, and the investigation that began with the election of President Ryman is much bigger than anyone had assumed. With too much left to do and not much time left to do it in, the surviving staff of After the End Times must face mad scientists, zombie bears, rogue government agencies-and if there's one thing they know is true in post-zombie America, it's this:Things can always get worse.Blackout is the conclusion to the epic trilogy that began in the Hugo-nominated Feed and the sequel, Deadline.;2010
The Dog Stars;Peter Heller;https://www.goodreads.com/book/show/13330761-the-dog-stars;2012;3.95;65992;['Fiction', 'Post Apocalyptic', 'Science Fiction', 'Dystopia', 'Audiobook', 'Apocalyptic', 'Survival'];Hig somehow survived the flu pandemic that killed everyone he knows. Now his wife is gone, his friends are dead, and he lives in the hangar of a small abandoned airport with his dog, Jasper, and a mercurial, gun-toting misanthrope named Bangley.But when a random transmission beams through the radio of his 1956 Cessna, the voice ignites a hope deep inside him that a better life exists outside their tightly controlled perimeter. Risking everything, he flies past his point of no return and follows its static-broken trail, only to find something that is both better and worse than anything he could ever hope for.;2010
Timebound;Rysa Walker;https://www.goodreads.com/book/show/18108877-timebound;2012;3.89;29759;['Time Travel', 'Young Adult', 'Science Fiction', 'Fantasy', 'Fiction', 'Historical Fiction', 'Romance'];When Kate Pierce-Keller’s grandmother gives her a strange blue medallion and speaks of time travel, sixteen-year-old Kate assumes the old woman is delusional. But it all becomes horrifyingly real when a murder in the past destroys the foundation of Kate’s present-day life. Suddenly, that medallion is the only thing protecting Kate from blinking out of existence.Kate learns that the 1893 killing is part of something much more sinister, and Kate’s genetic ability to time-travel makes her the only one who can stop him. Risking everything, she travels to the Chicago World’s Fair to try to prevent the killing and the chain of events that follows.Changing the timeline comes with a personal cost, however—if Kate succeeds, the boy she loves will have no memory of her existence. And regardless of her motives, does she have the right to manipulate the fate of the entire world?;2010
Dark Eden;Chris Beckett;https://www.goodreads.com/book/show/18166988-dark-eden;2012;3.78;8097;['Science Fiction', 'Fiction', 'Fantasy', 'Dystopia', 'Audiobook', 'Young Adult', 'Speculative Fiction'];"On the alien, sunless planet they call Eden, the 532 members of the Family shelter beneath the light and warmth of the Forest’s lantern trees. Beyond the Forest lie the mountains of the Snowy Dark and a cold so bitter and a night so profound that no man has ever crossed it. The Oldest among the Family recount legends of a world where light came from the sky, where men and women made boats that could cross the stars. These ships brought us here, the Oldest say—and the Family must only wait for the travelers to return. But young John Redlantern will break the laws of Eden, shatter the Family and change history. He will abandon the old ways, venture into the Dark…and discover the truth about their world.Already remarkably acclaimed in the UK, Dark Eden is science fiction as literature; part parable, part powerful coming-of-age story, set in a truly original alien world of dark, sinister beauty--rendered in prose that is at once strikingly simple and stunningly inventive.";2010
Earth Unaware;Orson Scott Card;https://www.goodreads.com/book/show/13151129-earth-unaware;2012;3.98;56231;['Science Fiction', 'Fiction', 'Audiobook', 'Fantasy', 'Science Fiction Fantasy', 'Space Opera', 'Aliens'];"HUMANS THOUGHT THEY WERE ALONE IN THE GALAXY. 
UNTIL NOW.
A hundred years before Ender's Game, humanity is slowly making its way out to the planets of the solar system, exploring and mining asteroids.

The ship El Cavador is far from Earth, in the deeps of the Kuiper Belt, beyond Pluto. When the ship's telescopes pick up a fast-moving object coming in-system, they're unsure what to make of it. 

Little do they know that this object is the most important thing to happen to the human race in a million years. It's humanity's first contact with an alien race. The First Formic War is about to begin.



BOOK ONE OF THE FIRST FORMIC WAR";2010
Destroy Me;Tahereh Mafi;https://www.goodreads.com/book/show/13623150-destroy-me;2012;3.99;279452;['Fantasy', 'Dystopia', 'Young Adult', 'Romance', 'Novella', 'Science Fiction', 'Fiction'];Juliette escaped from The Reestablishment by seducing Warner—and then putting a bullet in his shoulder. But as she’ll learn in Destroy Me, Warner is not that easy to get rid of...Back at the base and recovering from his near-fatal wound, Warner must do everything in his power to keep his soldiers in check and suppress any mention of a rebellion in the sector. Still as obsessed with Juliette as ever, his first priority is to find her, bring her back, and dispose of Adam and Kenji, the two traitors who helped her escape. But when Warner’s father, The Supreme Commander of The Reestablishment, arrives to correct his son’s mistakes, it’s clear that he has much different plans for Juliette. Plans Warner simply cannot allow.Set after Shatter Me and before its forthcoming sequel, Unravel Me, Destroy Me is a novella told from the perspective of Warner, the ruthless leader of Sector 45.;2010
Opal;Jennifer L. Armentrout;https://www.goodreads.com/book/show/13362536-opal;2012;4.24;153667;['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Aliens', 'Science Fiction', 'Paranormal Romance'];No one is like Daemon Black.When he set out to prove his feelings for me, he wasn’t fooling around. Doubting him isn’t something I’ll do again, and now that we’ve made it through the rough patches, well… There’s a lot of spontaneous combustion going on.But even he can’t protect his family from the danger of trying to free those they love.After everything, I’m no longer the same Katy. I’m different… And I’m not sure what that will mean in the end. When each step we take in discovering the truth puts us in the path of the secret organization responsible for torturing and testing hybrids, the more I realize there is no end to what I’m capable. The death of someone close still lingers, help comes from the most unlikely source, and friends will become the deadliest of enemies, but we won’t turn back. Even if the outcome will shatter our worlds forever.Together we’re stronger… and they know it.;2010
14;Peter Clines;https://www.goodreads.com/book/show/15062217-14;2012;3.96;37390;['Horror', 'Science Fiction', 'Fiction', 'Audiobook', 'Mystery', 'Fantasy', 'Thriller'];Padlocked doors. Strange light fixtures. Mutant cockroaches. There are some odd things about Nate’s new apartment.Of course, he has other things on his mind. He hates his job. He has no money in the bank. No girlfriend. No plans for the future. So while his new home isn’t perfect, it’s livable. The rent is low, the property managers are friendly, and the odd little mysteries don’t nag at him too much.At least, not until he meets Mandy, his neighbour across the hall, and notices something unusual about her apartment. And Xela’s apartment. And Tim’s. And Veek’s. Because every room in this old Los Angeles brownstone has a mystery or two. Mysteries that stretch back over a hundred years. Some of them are in plain sight. Some are behind locked doors. And all together these mysteries could mean the end of Nate and his friends. Or the end of everything...;2010
The Lady Astronaut of Mars;Mary Robinette Kowal;https://www.goodreads.com/book/show/22154436-the-lady-astronaut-of-mars;2012;4.19;6420;['Science Fiction', 'Short Stories', 'Fiction', 'Alternate History', 'Novella', 'Space', 'Adult'];Thirty years ago, Elma York led the expedition that paved the way to life on Mars. For years she's been longing to go back up there, to once more explore the stars. But there are few opportunities for an aging astronaut, even the famous Lady Astronaut of Mars. When her chance finally comes, it may be too late. Elma must decide whether to stay with her sickening husband in what will surely be the final years of his life, or to have her final adventure and plunge deeper into the well of space.;2010
Legion;Brandon Sanderson;https://www.goodreads.com/book/show/13452375-legion;2012;4.13;42120;['Science Fiction', 'Fiction', 'Mystery', 'Audiobook', 'Urban Fantasy', 'Novella', 'Short Stories'];"""Stephen Leeds, AKA 'Legion,' is a man whose unique mental condition allows him to generate a multitude of personae: hallucinatory entities with a wide variety of personal characteristics and a vast array of highly specialized skills. As the story begins, Leeds and his 'aspects' are drawn into the search for the missing Balubal Razon, inventor of a camera whose astonishing properties could alter our understanding of human history and change the very structure of society""--From publisher's description";2010
The Rook;Daniel O'Malley;https://www.goodreads.com/book/show/10836728-the-rook;2012;4.1;60117;['Fantasy', 'Urban Fantasy', 'Fiction', 'Mystery', 'Paranormal', 'Science Fiction', 'Audiobook'];"""The body you are wearing used to be mine.""So begins the letter Myfanwy Thomas is holding when she awakes in a London park surrounded by bodies all wearing latex gloves. With no recollection of who she is, Myfanwy must follow the instructions her former self left behind to discover her identity and track down the agents who want to destroy her.She soon learns that she is a Rook, a high-ranking member of a secret organization called the Chequy that battles the many supernatural forces at work in Britain. She also discovers that she possesses a rare, potentially deadly supernatural ability of her own. In her quest to uncover which member of the Chequy betrayed her and why, Myfanwy encounters a person with four bodies, an aristocratic woman who can enter her dreams, a secret training facility where children are transformed into deadly fighters, and a conspiracy more vast than she ever could have imagined.Filled with characters both fascinating and fantastical, The Rook is a richly inventive, suspenseful, and often wry thriller that marks an ambitious debut from a promising young writer.";2010
For Darkness Shows the Stars;Diana Peterfreund;https://www.goodreads.com/book/show/8306761-for-darkness-shows-the-stars;2012;3.87;18960;['Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fantasy', 'Retellings', 'Fiction'];It's been several generations since a genetic experiment gone wrong caused the Reduction, decimating humanity and giving rise to a Luddite nobility who outlawed most technology.Elliot North has always known her place in this world. Four years ago Elliot refused to run away with her childhood sweetheart, the servant Kai, choosing duty to her family's estate over love. Since then the world has changed: a new class of Post-Reductionists is jumpstarting the wheel of progress, and Elliot's estate is foundering, forcing her to rent land to the mysterious Cloud Fleet, a group of shipbuilders that includes renowned explorer Captain Malakai Wentforth--an almost unrecognizable Kai. And while Elliot wonders if this could be their second chance, Kai seems determined to show Elliot exactly what she gave up when she let him go.But Elliot soon discovers her old friend carries a secret--one that could change their society . . . or bring it to its knees. And again, she's faced with a choice: cling to what she's been raised to believe, or cast her lot with the only boy she's ever loved, even if she's lost him forever.Inspired by Jane Austen's Persuasion, For Darkness Shows the Stars is a breathtaking romance about opening your mind to the future and your heart to the one person you know can break it.;2010
Existence;David Brin;https://www.goodreads.com/book/show/13039884-existence;2012;3.77;6941;['Science Fiction', 'Fiction', 'Space Opera', 'Speculative Fiction', 'Science Fiction Fantasy', 'Aliens', 'Audiobook'];"Bestselling, award-winning futurist David Brin returns to globe-spanning, high concept SF with Existence. Gerald Livingston is an orbital garbage collector. For a hundred years, people have been abandoning things in space, and someone has to clean it up. But there’s something spinning a little bit higher than he expects, something that isn’t on the decades’ old orbital maps. An hour after he grabs it and brings it in, rumors fill Earth’s infomesh about an “alien artifact.” Thrown into the maelstrom of worldwide shared experience, the Artifact is a game-changer. A message in a bottle; an alien capsule that wants to communicate. The world reacts as humans always do: with fear and hope and selfishness and love and violence. And insatiable curiosity.";2010
Pandemonium;Lauren Oliver;https://www.goodreads.com/book/show/9593911-pandemonium;2012;4.03;241081;['Young Adult', 'Dystopia', 'Romance', 'Fantasy', 'Science Fiction', 'Fiction', 'Audiobook'];Lena żyje w świecie, w którym [miłość] uznano za niebezpieczną chorobę, a ludzie poddawani są zabiegowi, po którym już nigdy nie będą mogli kochać. Tuż przed operacją dziewczyna zakochuje się w Aleksie. Ich wspólna ucieczka kończy się tragicznie... Wśród dymu i płomieni Lena widzi twarz ukochanego po raz ostatni.Zrozpaczona przystępuje do ruchu oporu, by walczyć o wolność i [miłość]. Na jej drodze staje tajemniczy Julian.Czy można pokochać największego wroga?;2010
Invincible;Jack Campbell;https://www.goodreads.com/book/show/12398719-invincible;2012;4.13;12266;['Science Fiction', 'Fiction', 'Military Fiction', 'Audiobook', 'Military Science Fiction', 'Space', 'Aliens'];"New York Times bestselling author Jack Cambell's space saga hits lightspeed with an action-packed story of interstellar war.Admiral John ""Black Jack"" Geary earned his rank after being revived from cryogenic sleep to lead the Alliance to victory against the Syndicate Worlds. But his superiors question his loyalty to the regime. Now in command of the First Fleet, Geary is tasked with exploring the frontier beyond Syndic space, a mission he fears deliberately puts the fleet--and himself--in harm's way.An encounter with the alien Enigmas confirms Gear'y fears. Attacked without warning, he orders the fleet to jump star systems--only to enter the crosshairs of another hostile alien armada. Ignoring all of the First Fleet's attempts to communicate peaceful intentions, this system's species send their ships into battle on suicde runs, while guarding the exiting jump point with a fortress of incalculable power.Now, with a faction of his officers determined to eliminate this new threat despite the cost, Geary must figure out how to breech the enemy's defenses so the fleet can reach the jump point without massive casualties--and knowing that the Enigmas are most likely waiting on the other side...";2010
Nexus;Ramez Naam;https://www.goodreads.com/book/show/13642710-nexus;2012;4.04;20389;['Science Fiction', 'Fiction', 'Cyberpunk', 'Thriller', 'Audiobook', 'Dystopia', 'Science Fiction Fantasy'];Mankind gets an upgradeIn the near future, the experimental nano-drug Nexus can link humans together, mind to mind. There are some who want to improve it. There are some who want to eradicate it. And there are others who just want to exploit it.When a young scientist is caught improving Nexus, he’s thrust over his head into a world of danger and international espionage – for there is far more at stake than anyone realizes.From the halls of academe to the halls of power, from the headquarters of an elite US agency in Washington DC to a secret lab beneath a top university in Shanghai, from the underground parties of San Francisco to the illegal biotech markets of Bangkok, from an international neuroscience conference to a remote monastery in the mountains of Thailand – Nexus is a thrill ride through a future on the brink of explosion.;2010
A Million Suns;Beth Revis;https://www.goodreads.com/book/show/10345927-a-million-suns;2012;4.01;54530;['Young Adult', 'Science Fiction', 'Dystopia', 'Romance', 'Fantasy', 'Fiction', 'Mystery'];"Godspeed was once fueled by lies. Now it is ruled by chaos.
It’s been three months since Amy was unplugged. The life she always knew is over. Everywhere she looks, she sees the walls of the spaceship Godspeed.But there may be hope: Elder has assumed leadership of the ship. He's finally free to act on his vision—no more Phydus, no more lies.But when Elder learns shocking news about the ship, he and Amy race to discover the truth behind life on Godspeed. They must work together to unlock a mystery that was set in motion hundreds of years earlier. Their success—or failure—will determine the fate of the 2,298 passengers aboard Godspeed. But with each step, the journey becomes more perilous, the ship more chaotic, and the love between them more impossible to fight.Beth Revis catapulted readers into the far reaches of space with her New York Times bestselling debut, Across the Universe. In A Million Suns, Beth deepens the mystery with action, suspense, romance, and deep philosophical questions. And this time it all builds to one mind-bending conclusion: They have to get off this ship.";2010
The Long Earth;Terry Pratchett;https://www.goodreads.com/book/show/13147230-the-long-earth;2012;3.78;59884;['Science Fiction', 'Fantasy', 'Fiction', 'Audiobook', 'Science Fiction Fantasy', 'Adventure', 'Speculative Fiction'];1916: the Western Front. Private Percy Blakeney wakes up. He is lying on fresh spring grass. He can hear birdsong and the wind in the leaves in the trees. Where have the mud, blood and blasted landscape of No Man's Land gone?2015: Madison, Wisconsin. Cop Monica Jansson is exploring the burned-out home of a reclusive - some said mad, others dangerous - scientist when she finds a curious gadget - a box containing some wiring, a three-way switch and a... potato. It is the prototype of an invention that will change the way Mankind views his world forever.And that is an understatement if ever there was one...;2010
The Age of Miracles;Karen Thompson Walker;https://www.goodreads.com/book/show/12401556-the-age-of-miracles;2012;3.66;93064;['Fiction', 'Young Adult', 'Science Fiction', 'Dystopia', 'Coming Of Age', 'Fantasy', 'Audiobook'];"“It’s never the disasters you see coming that finally come to pass—it’s the ones you don’t expect at all,” says Julia, in this spellbinding novel of catastrophe and survival by a superb new writer. Luminous, suspenseful, unforgettable, The Age of Miracles tells the haunting and beautiful story of Julia and her family as they struggle to live in a time of extraordinary change.   On an ordinary Saturday in a California suburb, Julia awakens to discover that something has happened to the rotation of the earth. The days and nights are growing longer and longer; gravity is affected; the birds, the tides, human behavior, and cosmic rhythms are thrown into disarray. In a world that seems filled with danger and loss, Julia also must face surprising developments in herself, and in her personal world: divisions widening between her parents; strange behavior by her friends; the pain and vulnerability of first love; a growing sense of isolation; and a surprising, rebellious new strength. With crystalline prose and the indelible magic of a born storyteller, Karen Thompson Walker paints a breathtaking portrait of people finding ways to go on in an ever-evolving world.";2010
Captain Vorpatril's Alliance;Lois McMaster Bujold;https://www.goodreads.com/book/show/12998057-captain-vorpatril-s-alliance;2012;4.2;16374;['Science Fiction', 'Fiction', 'Space Opera', 'Romance', 'Audiobook', 'Science Fiction Fantasy', 'Fantasy'];Captain Ivan Vorpatril is happy with his relatively uneventful bachelor’s life as a staff officer to a Barrayaran admiral. Cousin to imperial troubleshooter Miles Vorkosigan, Ivan is not far down the hereditary list for the emperorship. Thankfully, new heirs have directed that headache elsewhere, leaving Ivan to enjoy his life on Komarr, far from the byzantine court politics of his home system. But when an old friend in Barrayaran intelligence asks Ivan to protect an attractive young woman who may be on the hit list of a criminal syndicate, his chivalrous nature takes over. It seems danger and adventure have once more found Captain Vorpatril.Tej Arqua and her half-sister and servant Rish are fleeing the violent overthrow of their clan on free-for-all planet Jackson’s Whole. Now it seems Tej may possess a secret of which even she may not be aware—a secret that could corrupt the heart of a highly regarded Barrayaran family and provide the final advantage for the thugs who seek to overthrow Tej’s homeworld. But none of Tej’s formidable adversaries have counted on Ivan Vorpatril. For behind Ivan’s façade of wry and self-effacing humor lies a true and cunning protector who will never leave a distressed lady in the lurch—making the ultimate sacrifice to keep her from harm: the treasured and hard-won freedom from his own fate as a scion of Barrayar.Length: 16 hrs and 42 mins;2010
